name,code,description,type,codelist
地場産業関連施設ID,P24_001,当該施設に付与される固有の9桁の番号、「行政コード5桁」＋「原典コード」＋「市区町村毎の通し番号3桁」,文字列型,FALSE
行政コード,P24_002,地場産業関連施設が所在する市区町村の行政コード,コードリスト「行政コード」,TRUE
都道府県名,P24_003,地場産業関連施設が所在する都道府県の名称,文字列型,FALSE
市区町村名,P24_004,地場産業関連施設が所在する市区町村の名称,文字列型,FALSE
施設名,P24_005,地場産業関連施設の名称,文字列型,FALSE
所在地,P24_006,地場産業関連施設の住所（郡・市区町村以下）,文字列型,FALSE
直売所有り,P24_007,直売所の機能有り（true、false）,論理型,FALSE
直営レストラン有り,P24_008,農家レストランの機能有り（true、false）,論理型,FALSE
農林漁業体験民宿有り,P24_009,農林漁業体験民宿の機能有り（true、false）,論理型,FALSE
市民農園有り,P24_010,市民農園の機能有り（true、false）,論理型,FALSE
原典コード,P24_011,データの作成に使用した原典資料,コードリスト1:グリーン・ツーリズムデータベース2:農業協同組合名鑑3:全国市民農園リスト,TRUE
URL,P24_012,まちむら交流きこうのHPで紹介している施設情報にリンクするURL,文字列型,FALSE
